capacity,fitness,generation
9011.764705882353,11.233592068011784,7
6788.235294117647,2.48133573804663,7
6788.235294117647,2.48133573804663,8
6788.235294117647,2.48133573804663,8
7035.294117647059,2.7847385638942983,8
6788.235294117647,2.48133573804663,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,8
6647.058823529412,inf,8
6894.117647058823,2.6228139304942353,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,8
6788.235294117647,2.48133573804663,8
6788.235294117647,2.48133573804663,8
6823.529411764706,2.5496635468606743,8
6752.941176470588,2.385010858043371,8
6823.529411764706,2.5496635468606743,8
9011.764705882353,11.233592068011784,8
6823.529411764706,2.5496635468606743,8
6858.823529411765,2.5775757959920966,8
6788.235294117647,2.48133573804663,8
6752.941176470588,2.385010858043371,8
6647.058823529412,inf,8
6788.235294117647,2.48133573804663,8
7070.588235294118,2.8690692353057994,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,8
7176.470588235294,3.114351845026216,8
6823.529411764706,2.5496635468606743,8
6752.941176470588,2.385010858043371,8
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
7070.588235294118,2.8690692353057994,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6823.529411764706,2.5496635468606743,9
6823.529411764706,2.5496635468606743,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6788.235294117647,2.48133573804663,9
6823.529411764706,2.5496635468606743,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6647.058823529412,inf,9
6894.117647058823,2.6228139304942353,9
6894.117647058823,2.6228139304942353,9
7247.058823529412,3.0912395361341773,9
6788.235294117647,2.48133573804663,9
6788.235294117647,2.48133573804663,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6788.235294117647,2.48133573804663,9
7035.294117647059,2.7847385638942983,9
6752.941176470588,2.385010858043371,9
6823.529411764706,2.5496635468606743,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6752.941176470588,2.385010858043371,9
6823.529411764706,2.5496635468606743,9
6717.64705882353,inf,9
7105.882352941177,2.8673274360058856,9
4988.235294117647,inf,9
5411.764705882353,inf,9
3894.1176470588234,inf,9
5870.588235294118,inf,9
1952.9411764705883,inf,9
