width,thickness,wec_mass,fitness,generation
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.577254901960784,85294.11764705883,[[0.00102638]],79
4.0,2.490980392156863,71176.4705882353,[[0.00151013]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,64117.64705882353,[[0.00112419]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
4.0,2.508235294117647,71176.4705882353,[[0.00021952]],79
