capacity,fitness,generation
9294.117647058823,16495.11685446395,0
5094.117647058823,11481.446477895202,0
1847.0588235294117,79.86420305407816,0
5764.705882352941,5378.019666605698,0
8835.29411764706,15816.867302674265,0
1564.7058823529412,16.077058216954605,0
6823.529411764706,3287.021600642704,0
3964.705882352941,2856.440317690584,0
8164.705882352941,4345.906000733342,0
1564.7058823529412,16.077058216954605,0
3576.470588235294,4759.600201608519,0
8376.470588235294,7036.137678802145,0
3400.0,7103.936324520941,0
7494.117647058823,12271.762132649956,0
1811.764705882353,70.52151937623691,0
1741.1764705882351,39.15672998093814,0
6082.35294117647,5763.290095890243,0
9258.823529411764,21683.072966755117,0
3294.1176470588234,3000.3187865694604,0
6047.058823529412,3411.53353435852,0
6823.529411764706,3287.021600642704,0
2835.2941176470586,3225.2343954886355,0
1741.1764705882351,39.15672998093814,0
2694.1176470588234,3149.1524876240696,0
5164.705882352941,14881.5442590549,0
4952.941176470588,7606.4675722958955,0
1741.1764705882351,39.15672998093814,0
6576.470588235294,6945.2654363288175,0
3294.1176470588234,3000.3187865694604,0
1811.764705882353,70.52151937623691,0
3576.470588235294,4759.600201608519,0
1741.1764705882351,39.15672998093814,0
6576.470588235294,6945.2654363288175,1
3964.705882352941,2856.440317690584,1
5800.0,6436.084336519459,1
1811.764705882353,70.52151937623691,1
1811.764705882353,70.52151937623691,1
1847.0588235294117,79.86420305407816,1
1847.0588235294117,79.86420305407816,1
1741.1764705882351,39.15672998093814,1
2870.5882352941176,5066.8773759367205,1
1705.8823529411766,32.436601441682534,1
7564.705882352941,5649.185437810792,1
1564.7058823529412,16.077058216954605,1
1741.1764705882351,39.15672998093814,1
3964.705882352941,2856.440317690584,1
2870.5882352941176,5066.8773759367205,1
4141.176470588235,5928.93509108862,1
8376.470588235294,7036.137678802145,1
1141.1764705882354,5.403441594683858,1
1741.1764705882351,39.15672998093814,1
4035.294117647059,4175.4670473287615,1
3223.529411764706,3109.77004207099,1
3964.705882352941,2856.440317690584,1
5941.176470588235,7124.875486464971,1
1670.5882352941176,24.10944973703628,1
1811.764705882353,70.52151937623691,1
5764.705882352941,5378.019666605698,1
6223.529411764706,14791.771520528651,1
7317.64705882353,7011.12865039988,1
2023.5294117647059,1081.6842073964704,1
1741.1764705882351,39.15672998093814,1
1741.1764705882351,39.15672998093814,1
3964.705882352941,2856.440317690584,1
1600.0,19.17751123716993,2
3964.705882352941,2856.440317690584,2
1670.5882352941176,24.10944973703628,2
3964.705882352941,2856.440317690584,2
1670.5882352941176,24.10944973703628,2
3929.4117647058824,3662.7599203286386,2
1000.0,4.024367999928534,2
1176.4705882352941,6.003706171897983,2
1741.1764705882351,39.15672998093814,2
1141.1764705882354,5.403441594683858,2
1811.764705882353,70.52151937623691,2
1811.764705882353,70.52151937623691,2
1564.7058823529412,16.077058216954605,2
4000.0,4832.721775290224,2
1741.1764705882351,39.15672998093814,2
3964.705882352941,2856.440317690584,2
3223.529411764706,3109.77004207099,2
6152.941176470588,26543.02020995744,2
2694.1176470588234,3149.1524876240696,2
1741.1764705882351,39.15672998093814,2
1741.1764705882351,39.15672998093814,2
3223.529411764706,3109.77004207099,2
2023.5294117647059,1081.6842073964704,2
1811.764705882353,70.52151937623691,2
1811.764705882353,70.52151937623691,2
1741.1764705882351,39.15672998093814,2
3964.705882352941,2856.440317690584,2
1741.1764705882351,39.15672998093814,2
1847.0588235294117,79.86420305407816,2
1847.0588235294117,79.86420305407816,2
4035.294117647059,4175.4670473287615,2
1141.1764705882354,5.403441594683858,2
1670.5882352941176,24.10944973703628,3
1811.764705882353,70.52151937623691,3
1705.8823529411766,32.436601441682534,3
