hinge2joint,piston_area,accum_volume,accum_P0,fitness,generation
0.14588235294117646,0.46352941176470586,3.3925882352941175,4.705882352941177,4.071801423779063,0
3.648235294117647,0.5023529411764707,0.12745098039215688,3.8705882352941177,inf,0
2.455294117647059,0.4529411764705883,5.083882352941177,3.0,2.340039814575219,0
3.4494117647058826,0.17411764705882354,5.4362352941176475,4.0588235294117645,2.6377253077262455,0
1.4611764705882353,0.31529411764705884,4.96643137254902,4.035294117647059,4.2938541387183555,0
1.4764705882352942,0.9435294117647058,0.4093333333333333,3.0823529411764707,inf,0
1.2776470588235296,0.35411764705882354,3.040235294117647,4.564705882352941,4.054567702176695,0
0.2988235294117647,0.38235294117647056,3.7684313725490197,4.564705882352941,4.953780077855696,0
1.5988235294117648,0.5941176470588235,5.2952941176470585,4.729411764705882,2.3339114343443796,0
0.5435294117647058,0.39294117647058824,5.765098039215686,5.305882352941176,11.892224151307255,0
1.0023529411764707,0.7,3.8389019607843133,4.894117647058824,2.272729969987943,0
1.0023529411764707,0.7,3.8389019607843133,4.894117647058824,2.272729969987943,0
0.45176470588235296,0.7494117647058823,1.9127058823529413,3.764705882352941,13.394873877969255,0
0.9717647058823529,0.7,3.8389019607843133,4.894117647058824,2.2728080918616644,0
1.9505882352941177,0.3788235294117648,5.953019607843137,3.8823529411764706,2.3908815190278347,0
0.40588235294117647,0.23411764705882354,2.946274509803921,5.023529411764706,4.310296604741752,0
2.9294117647058826,0.2588235294117647,1.2784705882352942,4.258823529411765,inf,0
2.0270588235294116,0.9435294117647058,4.308705882352942,4.964705882352941,inf,0
1.4458823529411766,0.4141176470588236,2.2650588235294116,4.047058823529412,inf,0
0.7270588235294118,0.2411764705882353,3.604,5.447058823529412,8.174733065104158,0
1.751764705882353,0.21647058823529414,5.530196078431373,4.247058823529412,11.796512862294222,0
2.3941176470588235,0.4141176470588236,5.600666666666667,5.847058823529412,2.3385840778353186,0
0.3447058823529412,0.4882352941176471,1.7012941176470588,3.7411764705882353,inf,0
3.755294117647059,0.9894117647058823,1.959686274509804,5.8,inf,0
1.9352941176470588,0.7176470588235294,5.741607843137254,3.3294117647058825,inf,0
1.8741176470588234,0.35411764705882354,5.953019607843137,3.8823529411764706,2.408275196749454,0
1.4764705882352942,0.6364705882352941,5.177843137254902,4.3882352941176475,2.3338591182191024,0
3.969411764705882,0.64,4.191254901960784,3.576470588235294,inf,0
0.46705882352941175,0.4988235294117648,5.741607843137254,5.847058823529412,14.150555372627057,0
1.4611764705882353,0.25529411764705884,5.2483137254901955,4.08235294117647,11.627359165983565,0
3.112941176470588,0.47411764705882353,2.8992941176470586,5.91764705882353,2.211572971466812,0
1.7670588235294118,0.42823529411764705,0.9965882352941177,5.988235294117647,inf,0
2.3176470588235296,0.12470588235294118,1.5838431372549022,3.152941176470588,14.927596821422144,0
2.516470588235294,0.2411764705882353,4.7550196078431375,3.176470588235294,2.4213997589294953,0
2.455294117647059,0.8694117647058824,0.6442352941176471,3.211764705882353,inf,0
1.5376470588235294,0.9752941176470589,5.530196078431373,3.235294117647059,inf,0
1.4000000000000001,0.6435294117647058,1.3019607843137255,3.7058823529411766,inf,0
0.14588235294117646,0.11058823529411765,0.7381960784313726,4.376470588235295,919.5435621833988,0
3.0823529411764707,0.19176470588235295,2.0536470588235294,3.8588235294117648,inf,0
0.17647058823529413,0.491764705882353,1.3019607843137255,4.376470588235295,inf,0
1.2623529411764707,0.7917647058823529,3.040235294117647,4.564705882352941,2.2252340385308216,0
2.256470588235294,0.35411764705882354,2.593921568627451,5.976470588235294,2.197378333813917,0
0.45176470588235296,0.9823529411764705,1.959686274509804,5.811764705882353,3.7015496480595282,0
2.7611764705882353,0.9929411764705883,5.3892549019607845,5.858823529411765,inf,0
0.42117647058823526,0.7741176470588236,1.9127058823529413,3.764705882352941,14.747579276894074,0
2.3176470588235296,0.2411764705882353,1.5838431372549022,3.152941176470588,inf,0
0.45176470588235296,0.9894117647058823,1.9127058823529413,5.811764705882353,3.5937194476835272,0
2.302352941176471,0.9435294117647058,0.08047058823529411,4.882352941176471,inf,0
0.6658823529411764,0.1,4.872470588235294,4.7176470588235295,4.138181084416103,0
2.516470588235294,0.39294117647058824,4.191254901960784,3.176470588235294,2.293806210690486,0
2.516470588235294,0.4529411764705883,3.604,4.211764705882353,2.2502849013469413,0
1.1400000000000001,0.20588235294117646,0.6442352941176471,4.964705882352941,inf,0
2.302352941176471,0.9435294117647058,0.03349019607843137,4.882352941176471,inf,0
2.0423529411764707,0.39647058823529413,5.83556862745098,5.305882352941176,2.351860245121483,0
2.2411764705882353,0.7917647058823529,2.593921568627451,5.976470588235294,inf,0
0.788235294117647,0.16705882352941176,3.110705882352941,5.023529411764706,5.6008464792292525,0
1.2776470588235296,0.3647058823529412,5.953019607843137,4.564705882352941,3.821885432015291,0
2.9905882352941178,0.8058823529411765,3.040235294117647,5.270588235294118,inf,0
2.9294117647058826,0.39647058823529413,4.308705882352942,5.011764705882353,2.2819847351672067,0
4.0,0.25529411764705884,5.83556862745098,5.305882352941176,2.349333881189978,0
0.14588235294117646,0.14941176470588236,3.791921568627451,5.976470588235294,35.09049015220386,0
0.5435294117647058,0.971764705882353,4.308705882352942,4.541176470588235,2.3414888652851333,0
1.4458823529411766,0.4105882352941177,4.520117647058823,4.047058823529412,2.3355261704875305,0
1.1552941176470588,0.2588235294117647,2.8992941176470586,3.9176470588235293,16.378141432087208,0
3.816470588235294,0.4141176470588236,2.617411764705882,5.0588235294117645,2.194044884029917,0
2.868235294117647,0.9152941176470588,3.486549019607843,3.8117647058823527,inf,0
3.0976470588235294,0.45999999999999996,3.157686274509804,4.188235294117647,2.2100841441117325,0
0.48235294117647054,0.34705882352941175,2.946274509803921,5.023529411764706,7.589658555715255,0
1.0176470588235293,0.16352941176470587,4.802,4.105882352941176,7.312799636899311,0
0.788235294117647,0.7458823529411766,3.110705882352941,5.023529411764706,2.2428002549414052,0
3.357647058823529,0.7494117647058823,1.9127058823529413,4.188235294117647,inf,0
0.1611764705882353,0.45999999999999996,3.157686274509804,3.764705882352941,4.288654653019091,0
0.40588235294117647,0.7811764705882354,0.6912156862745098,5.152941176470588,16.731570221494064,0
3.4647058823529413,0.31882352941176473,4.543607843137255,5.341176470588236,2.290307166777885,0
2.0423529411764707,0.39647058823529413,5.83556862745098,5.305882352941176,2.351860245121483,0
3.755294117647059,0.28,1.9361960784313725,4.3882352941176475,inf,0
3.418823529411765,0.34705882352941175,2.946274509803921,5.341176470588236,2.2120186976530483,0
